Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00    1810/38021       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [19]
                0.00    0.00   36200/36200       std::reverse_iterator<std::_Rb_tree_const_iterator<std::pair<float, Operation> > >::operator->() const [111]
                0.00    0.00    1810/145754      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [61]
                0.00    0.00    1810/84315424     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [12]
                0.00    0.00  259177/259177      std::set<std::pair<float, Operation>, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::size() const [195]
                0.00    0.00  233834/233834      std::pair<std::__strip_reference_wrapper<std::decay<float>::type>::__type, std::__strip_reference_wrapper<std::decay<Operation&>::type>::__type> std::make_pair<float, Operation&>(float&&, Operation&) [209]
                0.00    0.00   36200/36200       std::reverse_iterator<std::_Rb_tree_const_iterator<std::pair<float, Operation> > >::operator++() [303]
                0.00    0.00   36200/36200       std::set<std::pair<float, Operation>, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::rend() const [300]
                0.00    0.00   36200/36200       bool std::operator!=<std::_Rb_tree_const_iterator<std::pair<float, Operation> > >(std::reverse_iterator<std::_Rb_tree_const_iterator<std::pair<float, Operation> > > const&, std::reverse_iterator<std::_Rb_tree_const_iterator<std::pair<float, Operation> > > const&) [306]
                0.00    0.00    1810/1810        int const& std::min<int>(int const&, int const&) [350]
                0.00    0.00    1810/1810        std::set<std::pair<float, Operation>, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::set() [343]
                0.00    0.00    1810/1823        std::vector<Operation, std::allocator<Operation> >::vector() [335]
                0.00    0.00    1810/1810        std::set<std::pair<float, Operation>, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::rbegin() const [336]
                0.00    0.00    1810/1810        std::set<std::pair<float, Operation>, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::~set() [344]
-----------------------------------------------
                0.00    0.00      70/270114      beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&) [2]
                0.32    0.54  270044/270114      main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}::operator()(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) const [9]
[4]     68.1    0.32    0.54  270114         count_pair(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [4]
                0.24    0.00 142620192/142620192     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) const [10]
                0.17    0.00 142620192/142620192     std::vector<int, std::allocator<int> >::operator[](unsigned long) const [11]
                0.13    0.00 84275568/84315424     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [12]
-----------------------------------------------
                0.00    0.12   36210/270044      beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&) [2]
                0.00    0.75  233834/270044      best_operations_random(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&) [3]
[5]     68.1    0.00    0.86  270044         std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)>::operator()(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) const [5]
                0.00    0.86  270044/270044      std::_Function_handler<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&), main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_invoke(std::_Any_data const&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [6]
                0.00    0.00  270044/270044      std::_Function_base::_M_empty() const [189]
                0.00    0.00  270044/1080207     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >& std::forward<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>(std::remove_reference<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>::type&) [146]
-----------------------------------------------
                0.00    0.86  270044/270044      std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)>::operator()(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) const [5]
[6]     68.1    0.00    0.86  270044         std::_Function_handler<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&), main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_invoke(std::_Any_data const&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [6]
                0.00    0.86  270044/270044      std::enable_if<is_invocable_r_v<float, main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>, float>::type std::__invoke_r<float, main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>(main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [7]
                0.00    0.00  270044/1080207     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >& std::forward<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>(std::remove_reference<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>::type&) [146]
                0.00    0.00  270044/270044      std::_Function_base::_Base_manager<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_get_pointer(std::_Any_data const&) [192]
-----------------------------------------------
                0.00    0.86  270044/270044      std::_Function_handler<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&), main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_invoke(std::_Any_data const&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [6]
[7]     68.1    0.00    0.86  270044         std::enable_if<is_invocable_r_v<float, main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>, float>::type std::__invoke_r<float, main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>(main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [7]
                0.00    0.86  270044/270044      float std::__invoke_impl<float, main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>(std::__invoke_other, main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [8]
                0.00    0.00  270044/1080207     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >& std::forward<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>(std::remove_reference<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>::type&) [146]
                0.00    0.00  270044/540088      main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}& std::forward<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&>(std::remove_reference<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&>::type&) [159]
-----------------------------------------------
                0.00    0.86  270044/270044      std::enable_if<is_invocable_r_v<float, main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>, float>::type std::__invoke_r<float, main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>(main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [7]
